"","score","text","polarity"
"1098",0,"@SurienderKhalsa @ndtv @nitin_gadkari @INCIndia These r called day dreams. Haha. Jooth nahi. Go to @IndianExpress… https://t.co/og2GZu4ld7","neutral"
"1099",0,"RT @VMuppi: Sam Pitroda @sampitroda ( full name - Satyanarayan Gangaram Pitroda) is a Gujarati. Why would he not help fellow gujarati PM @n…","neutral"
"1100",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1101",0,"@RahulGandhi @INCIndia You have never understood Modi and you never will in your lifetime. Pressure is something wh… https://t.co/UzDUtdyfUY","neutral"
"1102",3,"RT @INCIndia: Due to rapid infrastructural growth, consistent job creation &amp; sound economic policies from the @SheilaDikshit led Congress g…","positive"
"1103",0,"RT @thesuniljain: The @IndianExpress story on it at that point and the India today one https://t.co/m8MW2JNfI7 are here for your reference…","neutral"
"1104",0,"@INCIndia Good one.","neutral"
"1105",0,"@BJP4India @narendramodi @sampitroda @INCIndia @AmitShah @RahulGandhi @narendramodi @AmitShah This is the most amaz… https://t.co/5tTvJViuXF","neutral"
"1106",1,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty like I said, not from De… https://t.co/6CWvxIxJLh","positive"
"1107",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1108",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"1109",-1,"@ArvindKejriwal Why don't you quit politics and become an astrologer?
1. @INCIndia is losing and @priyankagandhi sh… https://t.co/7eMtEbDQ58","negative"
"1110",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1111",0,"See the difference @RahulGandhi @INCMP @INCIndia 
#TimeMagazine https://t.co/mYUAAuSrYS","neutral"
"1112",0,"@ShashiTharoor @AatishTaseer @INCIndia Just have patience Sir,  @TIME is going to regret choosing @AatishTaseer for… https://t.co/T1QwGwhWO4","neutral"
"1113",0,"Many things at stake in this year’s #BhopalElection. We have #SadhviPragyaSinghThakur who is presenting new… https://t.co/yvFFhf8aH2","neutral"
"1114",0,"RT @Prof_Hariom: Dear Hindus,
I am again tweeting.

Both @INCIndia and Muslim League were founded by London

INC by Hume, Dufferin and Curz…","neutral"
"1115",-2,"RT @JasumatiPatel: Hey @INCIndia please  keep sending screaming, rudely gesturing, frothing at the mouth, nonsense speaking, hate dripping…","negative"
"1116",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1117",0,"@dineshgrao @siddaramaiah 
-+-------
Shame to @RahulGandhi @INCIndia 
----
@MeeraRaghavendr https://t.co/t7haxMDK1X","neutral"
"1118",-1,"@BJP4India @narendramodi @sampitroda @INCIndia @AmitShah @RahulGandhi And now @INCIndia has completely alienated th… https://t.co/yT1M8q56vR","negative"
"1119",0,"@radtwit @SitaramYechury @INCIndia Nice reply ... a philosopher runs away from questions... no reply... when see ev… https://t.co/fJQrinBmUv","neutral"
"1120",0,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India @CMOMaharashtra @SirPareshRawal… https://t.co/BurrAHRRha","neutral"
"1121",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1122",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1123",-1,"@ShashiTharoor @AatishTaseer @INCIndia You yourself sound skeptical about INC with your ‘i do believe...’","negative"
"1124",0,"@Divya_S_Rathore @INCIndia Prbbly they know the result already!","neutral"
"1125",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1126",1,"RT @JasumatiPatel: We want #KamalNath sacked nothing less will do @INCIndia
No point in apology when not sincere by Sammy, Rahul or Sonia
#…","positive"
"1127",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1128",1,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India EVM is not like a THAT person who speak o… https://t.co/TsdzONNU6k","positive"
"1129",-2,"@BJP4India @narendramodi @sampitroda @INCIndia @AmitShah Partying on INS Viraat is an issue but the bigger issue of… https://t.co/xIs2GuOtLl","negative"
"1130",1,"RT @SanjaySDutt: Alongwith @IYC I/C @Allavaru addressed a massive Yuva Sammelan organised by @IYCHimachal in Kullu to rally support for @IN…","positive"
"1131",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1132",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1133",0,"RT @BJP4Karnataka: Your Joke is as poor as your aspirations for ticket in @INCIndia. Pity you big mouth.

You seem to be living in pappu pa…","neutral"
"1134",0,"RT @Prof_Hariom: Dear Hindus,
I am again tweeting.

Both @INCIndia and Muslim League were founded by London

INC by Hume, Dufferin and Curz…","neutral"
"1135",0,"@hsm221295 @DesiStupides @HaftaWasooli @paree7861 @AacharyaSahiiL @parvezpathon1 @iOnlyAJ @harris96697329… https://t.co/TKcfd2OGpo","neutral"
"1136",-1,"RT @royally_fiery: Imagine the ""secularism"" of @RahulGandhi 's @INCIndia that 3 thousand Sikhs being brutally killed, not even sparing male…","negative"
"1137",0,"@chimni_sapna @_YogendraYadav @AtishiAAP Why you spared @INCIndia candidate? How do you know its Gautam?","neutral"
"1138",0,"@ShashiTharoor @AatishTaseer @INCIndia Modi ke against mein koi ABCD bhi like drag to you will say what a piece and… https://t.co/obzLyxRxx5","neutral"
"1139",0,"@radtwit @SitaramYechury @INCIndia See this os what is happening in current scenario

Ask questions about the work… https://t.co/fLbuDpAGdx","neutral"
"1140",0,"All have become as foolish as @RahulGandhi .instead of that proving thst 30,000 crore was not put by @narendramodi… https://t.co/mRjxjOXDN3","neutral"
"1141",1,"@sakshijoshii @INCIndia It's great job done by you , it's my first twitt after 2 years with twitter","positive"
"1142",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1143",0,"@priyankac19 He is just representing the views of @INCIndia and it's crown price @RahulGandhi. #kamalnath is a culp… https://t.co/MOUCYnDXaf","neutral"
"1144",1,"@ch_ernie @arunpudur @ShanthaDevi7 @INCIndia There are no facts but only interpretations said by a famous philosoph… https://t.co/fXb2dTFQh1","positive"
"1145",-2,"@_sabanaqvi Strange. You don't have a problem with the insensitive comment of @sampitroda , but you have a problem… https://t.co/k7Zwk5wHnB","negative"
"1146",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"1147",0,"@aash_2021 @INCIndia However,
This picture sumup entire INDIA's mood
#Angryyouth","neutral"
"1148",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1149",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty You're a Kejriwal guy… https://t.co/58j6IZk0MO","neutral"
"1150",1,"@BJP4India  @narendramodi ji was aware that one of the dynasty's sycophants like @sampitroda  would certainly overr… https://t.co/TZz1LzKLZi","positive"
"1151",1,"@ZTZ99_Atilla @SitaramYechury @INCIndia Good Night. Enjoy your perspective. Stick to it unless you have strong enou… https://t.co/pufxCcjhLe","positive"
"1152",1,"@Sanju_Verma_ @theanalyst15766 @RahulGandhi @INCIndia @narendramodi great job!","positive"
"1153",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1154",0,"RT @Prof_Hariom: To save Bharat, make it UK-founded @INCIndia -free.

No other alternative.

Ball in the court of Hindus, Buddhists, Jains…","neutral"
"1155",0,"RT @Prof_Hariom: To save Bharat, make it UK-founded @INCIndia -free.

No other alternative.

Ball in the court of Hindus, Buddhists, Jains…","neutral"
"1156",0,"RT @kanimozhi: After Genocides @INCIndia leaders ask, “yes, we did it, so what?”. https://t.co/kvCfRl1FJf","neutral"
"1157",0,"@abhi2adi @KaleenBhaiya_ @samdangasiya @drtanmaysahu @SriAiyerRS2 @arunjaitley @INCIndia @niiravmodi Yeah sure.. Co… https://t.co/rnEuPNndNq","neutral"
"1158",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Talking of non corrobo… https://t.co/To5OFm5XwM","neutral"
"1159",-1,"RT @roopnayandarak: Dear Sikhs in Punjab, Delhi, Haryana &amp; Himachal ,

Your one vote for the butcher of 15000 Sikhs, incl 3000 Sikhs in Del…","negative"
"1160",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1161",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1162",0,"Straight from the horses both. @INCIndia 's chacha-jaan almost gave away Kashmir for a lay. You could do a case stu… https://t.co/PCeOQ19Mo6","neutral"
"1163",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1164",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"1165",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1166",-1,"@VRainaINC @INCIndia @sampitroda @VRainaINC I totally agree with your statement, he is immature 
his statements des… https://t.co/Ocmx8zHxmn","negative"
"1167",0,"@IAm_Sanjaysri @balansundarraj @INCIndia @aajtak @vinodkapri @NayakRagini @priyankagandhi @Pawankhera… https://t.co/gE2hG5suZ4","neutral"
"1168",0,"RT @WIONews: #IndiaElectionWatch with @palkisu | @narendramodi rips into #SamPitroda for comments on 1984 riots. PM said @sampitroda's rema…","neutral"
"1169",0,"@farrookh @DesiStupides @HaftaWasooli @paree7861 @AacharyaSahiiL @parvezpathon1 @iOnlyAJ @harris96697329… https://t.co/cLLmsD5LYN","neutral"
"1170",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1171",1,"@DilMeHindustan @ashoswai @LallanPr @INCIndia Godhra Wala Modi ji was also given clean chit by SC. But it won’t mat… https://t.co/qNwNEmkRi0","positive"
"1172",-2,"RT @Prof_Hariom: Dear outraged Sikhs in Punjab, Delhi, Haryana &amp; Himachal Pradesh,

You one vote for the butcher of 15000 Sikhs, incl 3000…","negative"
"1173",0,"@KaleenBhaiya_ @Himanshu_1922 @samdangasiya @drtanmaysahu @SriAiyerRS2 @arunjaitley @INCIndia @niiravmodi Well ur l… https://t.co/emMGu8y4WD","neutral"
"1174",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1175",1,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty would u like a list of s… https://t.co/tkUdDAfHXL","positive"
"1176",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1177",0,"@radtwit @SitaramYechury @INCIndia Answer the questions buddy...!!!","neutral"
"1178",-1,"RT @Kasheer_suneel: Very proud of this image of @narendramodi ji . The Divider of corrupt @INCIndia the divider of corrupt casteist @yadava…","negative"
"1179",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1180",1,"@ZTZ99_Atilla @SitaramYechury @INCIndia Who stopped Goverment in last 65 years to raise enough fruits from these tr… https://t.co/pBa1N1lqxD","positive"
"1181",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"1182",-3,"RT @VRainaINC: @sampitroda is curse for @INCPunjab his sorry will not be accepted by public.He indeed defile Congress.He must sent back &amp; i…","negative"
"1183",-2,"RT @SurienderKhalsa: @ndtv @nitin_gadkari Bapu , everyone wrong blame it on @INCIndia , bus yehi Kiya tum logo ne , that's y u guys r going…","negative"
"1184",0,"@Himanithakkar21 @Prof_Hariom @INCIndia @RahulGandhi @CooldipBarot @vikas31025657 If this is democracy, then what i… https://t.co/Xv3i8N03yY","neutral"
"1185",0,"@INCIndia Oh that means we shd vote for modi...","neutral"
"1186",0,"@adityavikram000 @ShashiTharoor @AatishTaseer @INCIndia @ECISVEEP @SpokespersonECI U have not released the film bas… https://t.co/5ipRB74DKw","neutral"
"1187",0,"@vishkanyaaaa @SanghParivarOrg @RahulGandhi @priyankagandhi @INCIndia please explain","neutral"
"1188",-2,"RT @Prof_Hariom: Dear outraged Sikhs in Punjab, Delhi, Haryana &amp; Himachal Pradesh,

You one vote for the butcher of 15000 Sikhs, incl 3000…","negative"
"1189",1,"@radtwit @SitaramYechury @INCIndia well lol🤣🤣","positive"
"1190",0,"@INCIndia Why do you quote an article which says he is bankrupt? If Modi is helping him, why is he bankrupt? Are you morons or what?","neutral"
"1191",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Yeah coz it shows good… https://t.co/ZXUlNm9Vo5","neutral"
"1192",-1,"Very shame, our political parties are giving tickets to illiterate candidates , how our #Parliament will function,… https://t.co/jjbOQPnI5g","negative"
"1193",1,"@ShefVaidya @narendramodi You will not. Ur mind is not capable of understanding things other than chamchagiri.

See… https://t.co/leSOArjVyc","positive"
"1194",0,"RT @ARanganathan72: 183. @INCIndia's @KapilSibal BANNED from textbooks a 50 year old cartoon by Shankar; APOLOGISED for it being present in…","neutral"
"1195",0,"@BJP4India @INCIndia @alok_ajay @RahulGandhi ...  Mr. @sampitroda 1985 ke dange me TERE gharwalon ko koi marta na t… https://t.co/IQKFxjrBr4","neutral"
"1196",0,"@radtwit @SitaramYechury @INCIndia Yeah coz they target real issues and this is true as well as many other incident… https://t.co/vRNy5Biy35","neutral"
"1197",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"1198",0,"@JiWangoo @MahimaShastri @rahulroushan @AmyKazmin @INCIndia @RahulGandhi @rahulpandita @BJP4India @BJP4Delhi… https://t.co/qDxExc6LeL","neutral"
"1199",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"1200",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1201",-1,"What a misuse of PMOffice and public money!
@INCIndia considers Govt treasury and Indian Navy as personal fiefdom!!… https://t.co/hq9oy5nXDr","negative"
"1202",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1203",-1,"@ndtv @nitin_gadkari This is the worst answer I have heard from Nitin Gadkari ji. We elected BJP @BJP4India to erad… https://t.co/GUGASHqP7J","negative"
